N,X,Y,Z,Time,Jitter,Time Calculated,Sender
902,-1.024,-0.002,0.002,1653088581.74591,0.005431985855096855,1653088581.740478,20.0
903,-1.024,-0.002,0.002,1653088581.950491,0.010013008117653044,1653088581.9404778,20.0
904,-1.025,-0.002,0.002,1653088582.152945,0.012467098236072616,1653088582.140478,20.0
905,-1.024,-0.002,0.001,1653088582.354878,0.014400005340576172,1653088582.340478,20.0
906,-1.024,-0.002,0.001,1653088582.556054,0.015576171874982947,1653088582.540478,20.0
907,-1.024,-0.002,0.002,1653088582.759014,0.018535947799676933,1653088582.740478,20.0
908,-1.024,-0.002,0.001,1653088582.961862,0.021384143829322966,1653088582.9404778,20.0
909,-1.024,-0.002,0.002,1653088583.142162,0.0016841411590462485,1653088583.140478,20.0
910,-1.024,-0.002,0.002,1653088583.762655,0.4221770763397217,1653088583.340478,20.0
911,-1.024,-0.002,0.001,1653088583.765156,0.22467808723448002,1653088583.540478,20.0
912,-1.025,-0.002,0.002,1653088583.766261,0.025783157348627128,1653088583.740478,20.0
913,-1.025,-0.003,0.002,1653088583.952328,0.011850023269630583,1653088583.9404778,20.0
914,-1.024,-0.002,0.002,1653088584.154777,0.014299106597889022,1653088584.140478,20.0
915,-1.025,-0.002,0.002,1653088584.355828,0.015350103378295898,1653088584.340478,20.0
916,-1.025,-0.002,0.002,1653088584.559041,0.018563079833967322,1653088584.540478,20.0
917,-1.025,-0.002,0.002,1653088584.859038,0.11856017112731365,1653088584.740478,20.0
918,-1.024,-0.002,0.002,1653088584.941747,0.0012690067291032392,1653088584.9404778,20.0
919,-1.024,-0.002,0.002,1653088585.145339,0.004861068725574569,1653088585.140478,20.0
920,-1.024,-0.002,0.002,1653088585.480047,0.13956904411315918,1653088585.340478,20.0
921,-1.024,-0.002,0.002,1653088585.550232,0.00975399017332279,1653088585.540478,20.0
922,-1.024,-0.002,0.001,1653088585.751455,0.010977125167840995,1653088585.740478,20.0
923,-1.025,-0.002,0.001,1653088586.323198,0.3827201366424333,1653088585.9404778,20.0
924,-1.024,-0.002,0.002,1653088586.325698,0.18521995544432457,1653088586.140478,20.0
925,-1.024,-0.002,0.002,1653088586.3582,0.017722129821777344,1653088586.340478,20.0
926,-1.024,-0.002,0.002,1653088586.563103,0.022625017166120642,1653088586.540478,20.0
927,-1.024,-0.002,0.002,1653088587.057688,0.3172100543975773,1653088586.740478,20.0
928,-1.024,-0.002,0.002,1653088587.057688,0.11721005439756027,1653088586.9404778,20.0
929,-1.024,-0.002,0.002,1653088587.147728,0.007250022888172225,1653088587.140478,20.0
930,-1.024,-0.002,0.002,1653088587.34895,0.008471965789794922,1653088587.340478,20.0
931,-1.024,-0.002,0.001,1653088587.552966,0.01248817443845951,1653088587.540478,20.0
932,-1.024,-0.002,0.002,1653088587.876084,0.13560614585875896,1653088587.740478,20.0
933,-1.024,-0.002,0.002,1653088587.956085,0.015607023239113005,1653088587.9404778,20.0
934,-1.024,-0.002,0.002,1653088588.158877,0.01839895248411949,1653088588.140478,20.0
935,-1.024,-0.002,0.002,1653088588.375626,0.03514814376831055,1653088588.340478,20.0
936,-1.024,-0.002,0.002,1653088588.543127,0.0026491165160962282,1653088588.540478,20.0
937,-1.024,-0.002,0.001,1653088589.18256,0.4420820236205998,1653088588.740478,20.0
938,-1.025,-0.002,0.002,1653088589.185104,0.2446259498595964,1653088588.9404778,20.0
939,-1.024,-0.002,0.002,1653088589.185104,0.04462594985960777,1653088589.140478,20.0
940,-1.025,-0.002,0.002,1653088589.35271,0.012232065200805664,1653088589.340478,20.0
941,-1.024,-0.002,0.001,1653088589.555042,0.014564085006696814,1653088589.540478,20.0
942,-1.024,-0.002,0.002,1653088589.812803,0.07232508659362225,1653088589.740478,20.0
943,-1.024,-0.002,0.002,1653088589.960663,0.020185136795021208,1653088589.9404778,20.0
944,-1.024,-0.002,0.002,1653088590.161075,0.020597171783435897,1653088590.140478,20.0
945,-1.025,-0.002,0.002,1653088590.342562,0.002084016799926758,1653088590.340478,20.0
946,-1.024,-0.002,0.002,1653088590.726012,0.18553404808042728,1653088590.540478,20.0
947,-1.024,-0.002,0.002,1653088590.746016,0.00553808212279705,1653088590.740478,20.0
948,-1.024,-0.002,0.002,1653088590.94985,0.009372138977028044,1653088590.9404778,20.0
949,-1.024,-0.002,0.002,1653088591.153434,0.01295609474180992,1653088591.140478,20.0
950,-1.024,-0.002,0.002,1653088591.635291,0.2948131561279297,1653088591.340478,20.0
951,-1.024,-0.002,0.002,1653088591.635291,0.09481315612791263,1653088591.540478,20.0
952,-1.024,-0.002,0.002,1653088591.760026,0.019548034667963066,1653088591.740478,20.0
953,-1.024,-0.002,0.002,1653088591.963569,0.02309098243711105,1653088591.9404778,20.0
954,-1.024,-0.002,0.002,1653088592.435995,0.2955171585082894,1653088592.140478,20.0
955,-1.024,-0.002,0.002,1653088592.435995,0.09551715850830078,1653088592.340478,20.0
956,-1.024,-0.002,0.002,1653088592.54868,0.00820212364195072,1653088592.540478,20.0
957,-1.025,-0.002,0.002,1653088592.749578,0.009100055694574394,1653088592.740478,20.0
958,-1.024,-0.002,0.002,1653088592.952081,0.011603021621681364,1653088592.9404778,20.0
959,-1.024,-0.002,0.002,1653088593.234504,0.09402604103087242,1653088593.140478,20.0
960,-1.024,-0.002,0.001,1653088593.355957,0.015479087829589844,1653088593.340478,20.0
961,-1.025,-0.002,0.002,1653088593.560578,0.020100164413435095,1653088593.540478,20.0
962,-1.025,-0.002,0.001,1653088593.763084,0.022605991363519706,1653088593.740478,20.0
963,-1.025,-0.002,0.002,1653088594.184578,0.24409999847409836,1653088593.9404778,20.0
964,-1.025,-0.002,0.002,1653088594.184578,0.044099998474109725,1653088594.140478,20.0
965,-1.024,-0.002,0.002,1653088594.348159,0.007681131362915039,1653088594.340478,20.0
966,-1.025,-0.002,0.002,1653088594.549981,0.009503173828107947,1653088594.540478,20.0
967,-1.024,-0.002,0.002,1653088594.994749,0.25427112579345135,1653088594.740478,20.0
968,-1.024,-0.002,0.001,1653088594.994749,0.054271125793434294,1653088594.9404778,20.0
969,-1.024,-0.002,0.002,1653088595.156471,0.015993070602405624,1653088595.140478,20.0
970,-1.024,-0.002,0.002,1653088595.661063,0.3205850124359131,1653088595.340478,20.0
971,-1.024,-0.002,0.001,1653088595.663609,0.12313108444212162,1653088595.540478,20.0
972,-1.024,-0.002,0.001,1653088595.741532,0.001054143905633964,1653088595.740478,20.0
973,-1.024,-0.002,0.001,1653088595.944475,0.003996992111183317,1653088595.9404778,20.0
974,-1.024,-0.002,0.002,1653088596.937009,0.7965311527252084,1653088596.140478,20.0
975,-1.024,-0.002,0.001,1653088596.939508,0.5990300178527832,1653088596.340478,20.0
976,-1.024,-0.002,0.002,1653088596.939508,0.39903001785276615,1653088596.540478,20.0
977,-1.024,-0.002,0.002,1653088596.939508,0.19903001785277752,1653088596.740478,20.0
978,-1.024,-0.002,0.002,1653088596.957027,0.016549015045143278,1653088596.9404778,20.0
979,-1.024,-0.002,0.002,1653088597.158566,0.018088054656971053,1653088597.140478,20.0
980,-1.024,-0.002,0.002,1653088597.362228,0.02174997329711914,1653088597.340478,20.0
981,-1.024,-0.002,0.002,1653088597.565567,0.02508907318113529,1653088597.540478,20.0
982,-1.024,-0.002,0.002,1653088598.489443,0.7489651203155461,1653088597.740478,20.0
983,-1.024,-0.002,0.002,1653088598.489443,0.548965120315529,1653088597.9404778,20.0
984,-1.024,-0.002,0.002,1653088598.491943,0.35146493911742027,1653088598.140478,20.0
985,-1.024,-0.002,0.002,1653088598.491943,0.15146493911743164,1653088598.340478,20.0
986,-1.024,-0.002,0.002,1653088598.554446,0.013968038558942908,1653088598.540478,20.0
987,-1.024,-0.002,0.001,1653088598.758533,0.01805505752562908,1653088598.740478,20.0
988,-1.024,-0.002,0.002,1653088598.960336,0.019858026504493864,1653088598.9404778,20.0
989,-1.024,-0.002,0.002,1653088599.162883,0.022405099868763045,1653088599.140478,20.0
990,-1.024,-0.002,0.002,1653088599.667706,0.3272280693054199,1653088599.340478,20.0
991,-1.0230000000000001,-0.002,0.002,1653088599.667706,0.12722806930540287,1653088599.540478,20.0
992,-1.024,-0.002,0.002,1653088599.747758,0.007279968261713066,1653088599.740478,20.0
993,-1.024,-0.002,0.002,1653088599.949809,0.009331130981422575,1653088599.9404778,20.0
994,-1.024,-0.002,0.002,1653088600.152234,0.011756134033191756,1653088600.140478,20.0
995,-1.024,-0.002,0.001,1653088600.354152,0.013674020767211914,1653088600.340478,20.0
996,-1.024,-0.002,0.002,1653088600.557917,0.017439174652082556,1653088600.540478,20.0
997,-1.024,-0.002,0.002,1653088600.760079,0.019600963592523613,1653088600.740478,20.0
998,-1.024,-0.002,0.002,1653088600.96327,0.022792005538917692,1653088600.9404778,20.0
999,-1.024,-0.002,0.002,1653088601.165121,0.024643135070789413,1653088601.140478,20.0
1000,-1.024,-0.002,0.002,1653088601.34521,0.0047321319580078125,1653088601.340478,20.0
1001,-1.024,-0.002,0.002,1653088602.074014,0.5335360050201245,1653088601.540478,20.0
1002,-1.024,-0.002,0.002,1653088602.074014,0.3335360050201359,1653088601.740478,20.0
1003,-1.024,-0.002,0.002,1653088602.076516,0.13603796958921066,1653088601.9404778,20.0
1004,-1.024,-0.002,0.002,1653088602.154015,0.013537120819080428,1653088602.140478,20.0
1005,-1.024,-0.002,0.002,1653088602.356514,0.016036033630371094,1653088602.340478,20.0
1006,-1.024,-0.002,0.002,1653088602.559469,0.018991041183454627,1653088602.540478,20.0
1007,-1.024,-0.002,0.002,1653088602.76303,0.022552108764642753,1653088602.740478,20.0
1008,-1.024,-0.002,0.002,1653088602.965315,0.024837160110450895,1653088602.9404778,20.0
1009,-1.024,-0.002,0.002,1653088603.145668,0.005190086364734725,1653088603.140478,20.0
1010,-1.024,-0.002,0.002,1653088603.347756,0.007277965545654297,1653088603.340478,20.0
1011,-1.024,-0.002,0.002,1653088604.090699,0.5502210140228101,1653088603.540478,20.0
1012,-1.024,-0.002,0.001,1653088604.090699,0.35022101402282146,1653088603.740478,20.0
1013,-1.024,-0.002,0.002,1653088604.090699,0.1502210140228044,1653088603.9404778,20.0
1014,-1.024,-0.002,0.001,1653088604.158207,0.0177289962768441,1653088604.140478,20.0
1015,-1.024,-0.002,0.002,1653088604.358715,0.01823711395263672,1653088604.340478,20.0
1016,-1.024,-0.002,0.001,1653088604.562867,0.022388982772810095,1653088604.540478,20.0
1017,-1.024,-0.002,0.002,1653088605.013533,0.27305517196654705,1653088604.740478,20.0
1018,-1.024,-0.002,0.002,1653088605.016057,0.07557907104489914,1653088604.9404778,20.0
1019,-1.024,-0.002,0.002,1653088605.14853,0.008052062988269881,1653088605.140478,20.0
1020,-1.024,-0.003,0.001,1653088605.349348,0.008870124816894531,1653088605.340478,20.0
1021,-1.024,-0.002,0.002,1653088605.552229,0.011750984191877478,1653088605.540478,20.0
1022,-1.025,-0.002,0.002,1653088605.755531,0.015053129196161308,1653088605.740478,20.0
1023,-1.024,-0.002,0.002,1653088606.287492,0.3470140933990251,1653088605.9404778,20.0
1024,-1.024,-0.002,0.002,1653088606.289993,0.14951510429381187,1653088606.140478,20.0
1025,-1.024,-0.002,0.002,1653088606.362548,0.02207016944885254,1653088606.340478,20.0
1026,-1.024,-0.002,0.002,1653088606.566044,0.025566148757917517,1653088606.540478,20.0
1027,-1.024,-0.002,0.002,1653088606.743943,0.003465032577508964,1653088606.740478,20.0
1028,-1.024,-0.002,0.001,1653088607.400204,0.4597259998321306,1653088606.9404778,20.0
1029,-1.024,-0.002,0.002,1653088607.402705,0.26222701072691734,1653088607.140478,20.0
1030,-1.024,-0.002,0.002,1653088607.402705,0.06222701072692871,1653088607.340478,20.0
1031,-1.024,-0.002,0.002,1653088607.555163,0.014684963226301306,1653088607.540478,20.0
1032,-1.024,-0.002,0.002,1653088607.758246,0.0177680015563908,1653088607.740478,20.0
1033,-1.024,-0.002,0.002,1653088607.960472,0.019994163513160856,1653088607.9404778,20.0
1034,-1.024,-0.002,0.002,1653088608.50304,0.3625621318817025,1653088608.140478,20.0
1035,-1.024,-0.002,0.002,1653088608.505499,0.16502094268798828,1653088608.340478,20.0
1036,-1.024,-0.002,0.002,1653088608.544337,0.003859090805036658,1653088608.540478,20.0
1037,-1.024,-0.001,0.002,1653088608.748018,0.00754008293151287,1653088608.740478,20.0
1038,-1.025,-0.002,0.001,1653088608.950211,0.00973310470578781,1653088608.9404778,20.0
1039,-1.024,-0.002,0.002,1653088609.151815,0.01133699417113121,1653088609.140478,20.0
1040,-1.024,-0.002,0.001,1653088609.803273,0.4627950191497803,1653088609.340478,20.0
1041,-1.024,-0.002,0.001,1653088609.805776,0.2652979373931714,1653088609.540478,20.0
1042,-1.024,-0.002,0.002,1653088609.805776,0.06529793739318279,1653088609.740478,20.0
1043,-1.024,-0.002,0.001,1653088609.963236,0.02275815010068527,1653088609.9404778,20.0
1044,-1.024,-0.002,0.002,1653088610.1661,0.025622081756580428,1653088610.140478,20.0
1045,-1.024,-0.002,0.002,1653088610.344063,0.0035851001739501953,1653088610.340478,20.0
1046,-1.024,-0.002,0.002,1653088610.833422,0.2929440021514722,1653088610.540478,20.0
1047,-1.024,-0.002,0.002,1653088610.833422,0.09294400215148357,1653088610.740478,20.0
1048,-1.025,-0.002,0.002,1653088610.951161,0.010682964324928435,1653088610.9404778,20.0
1049,-1.024,-0.002,0.002,1653088611.155518,0.015040111541736678,1653088611.140478,20.0
1050,-1.025,-0.002,0.001,1653088611.358056,0.017578125,1653088611.340478,20.0
1051,-1.024,-0.002,0.002,1653088611.821562,0.2810841083526441,1653088611.540478,20.0
1052,-1.024,-0.002,0.001,1653088611.824065,0.08358702659606365,1653088611.740478,20.0
1053,-1.024,-0.002,0.002,1653088611.965736,0.025257968902565153,1653088611.9404778,20.0
1054,-1.024,-0.002,0.001,1653088612.144386,0.0039081096649056235,1653088612.140478,20.0
1055,-1.024,-0.002,0.002,1653088612.347924,0.0074460506439208984,1653088612.340478,20.0
1056,-1.024,-0.002,0.002,1653088612.550136,0.009658145904523963,1653088612.540478,20.0
1057,-1.024,-0.002,0.001,1653088613.381323,0.6408451557159367,1653088612.740478,20.0
1058,-1.024,-0.002,0.002,1653088613.381323,0.44084515571591965,1653088612.9404778,20.0
1059,-1.024,-0.002,0.002,1653088613.383825,0.2433471202850228,1653088613.140478,20.0
1060,-1.024,-0.002,0.002,1653088613.383825,0.04334712028503418,1653088613.340478,20.0
1061,-1.024,-0.002,0.002,1653088613.563012,0.022533941268903845,1653088613.540478,20.0
1062,-1.0230000000000001,-0.002,0.002,1653088613.775183,0.0347050189971867,1653088613.740478,20.0
1063,-1.024,-0.002,0.002,1653088613.945531,0.005052947998024138,1653088613.9404778,20.0
1064,-1.024,-0.002,0.002,1653088614.146477,0.005999040603626327,1653088614.140478,20.0
1065,-1.0230000000000001,-0.002,0.002,1653088614.350039,0.00956106185913086,1653088614.340478,20.0
1066,-1.024,-0.002,0.002,1653088614.957584,0.4171059608459302,1653088614.540478,20.0
1067,-1.024,-0.002,0.002,1653088614.957584,0.21710596084594158,1653088614.740478,20.0
1068,-1.024,-0.002,0.002,1653088614.960119,0.019641065597511442,1653088614.9404778,20.0
1069,-1.024,-0.002,0.001,1653088615.160575,0.02009696960448082,1653088615.140478,20.0
1070,-1.025,-0.002,0.002,1653088615.363939,0.023461103439331055,1653088615.340478,20.0
1071,-1.025,-0.002,0.002,1653088615.565805,0.02532701492307865,1653088615.540478,20.0
1072,-1.024,-0.002,0.002,1653088615.744572,0.004093980789178886,1653088615.740478,20.0
1073,-1.0230000000000001,-0.002,0.002,1653088615.948919,0.008441114425636442,1653088615.9404778,20.0
1074,-1.024,-0.002,0.002,1653088616.149913,0.009435129165638045,1653088616.140478,20.0
1075,-1.024,-0.002,0.001,1653088616.353567,0.01308894157409668,1653088616.340478,20.0
1076,-1.024,-0.002,0.002,1653088616.556142,0.015664148330671424,1653088616.540478,20.0
1077,-1.024,-0.002,0.002,1653088616.923417,0.18293914794921307,1653088616.740478,20.0
1078,-1.024,-0.002,0.002,1653088616.958419,0.0179411411285173,1653088616.9404778,20.0
1079,-1.024,-0.002,0.001,1653088617.163055,0.022576999664295272,1653088617.140478,20.0
1080,-1.024,-0.002,0.002,1653088617.365667,0.02518916130065918,1653088617.340478,20.0
1081,-1.024,-0.002,0.001,1653088617.965678,0.42520003318784916,1653088617.540478,20.0
1082,-1.024,-0.002,0.002,1653088617.968178,0.2277000904083195,1653088617.740478,20.0
1083,-1.024,-0.002,0.001,1653088617.968178,0.027700090408302458,1653088617.9404778,20.0
1084,-1.024,-0.002,0.002,1653088618.15318,0.012701940536487655,1653088618.140478,20.0
1085,-1.024,-0.002,0.002,1653088618.356418,0.015939950942993164,1653088618.340478,20.0
1086,-1.024,-0.002,0.002,1653088618.558797,0.018318939208967322,1653088618.540478,20.0
1087,-1.024,-0.002,0.002,1653088619.116853,0.37637505531310467,1653088618.740478,20.0
1088,-1.024,-0.002,0.002,1653088619.119353,0.1788751125335466,1653088618.9404778,20.0
1089,-1.024,-0.002,0.002,1653088619.164353,0.023874950408924178,1653088619.140478,20.0
1090,-1.024,-0.002,0.002,1653088619.385643,0.045165061950683594,1653088619.340478,20.0
1091,-1.024,-0.002,0.002,1653088619.547501,0.007023143768293494,1653088619.540478,20.0
1092,-1.024,-0.002,0.002,1653088619.75051,0.010032033920282402,1653088619.740478,20.0
1093,-1.025,-0.002,0.002,1653088620.423632,0.4831539630889665,1653088619.9404778,20.0
1094,-1.024,-0.002,0.002,1653088620.426142,0.28566403388975914,1653088620.140478,20.0
1095,-1.024,-0.002,0.002,1653088620.426142,0.08566403388977051,1653088620.340478,20.0
1096,-1.024,-0.002,0.002,1653088620.558638,0.01816015243528568,1653088620.540478,20.0
1097,-1.024,-0.002,0.002,1653088620.784146,0.04366812705993084,1653088620.740478,20.0
1098,-1.024,-0.002,0.002,1653088620.965597,0.025118970870948942,1653088620.9404778,20.0
1099,-1.024,-0.002,0.002,1653088621.16835,0.027872037887561874,1653088621.140478,20.0
1100,-1.024,-0.002,0.002,1653088622.008623,0.668144941329956,1653088621.340478,20.0
1101,-1.024,-0.002,0.002,1653088622.008623,0.468144941329939,1653088621.540478,20.0
1102,-1.024,-0.002,0.001,1653088622.011157,0.2706790924072209,1653088621.740478,20.0
1103,-1.024,-0.002,0.002,1653088622.011157,0.07067909240720383,1653088621.9404778,20.0
1104,-1.024,-0.002,0.002,1653088622.158617,0.018139076232898788,1653088622.140478,20.0
1105,-1.024,-0.002,0.002,1653088622.359289,0.01881098747253418,1653088622.340478,20.0
1106,-1.024,-0.002,0.002,1653088622.56352,0.023042011260969275,1653088622.540478,20.0
1107,-1.024,-0.002,0.002,1653088622.765256,0.02477798461913494,1653088622.740478,20.0
1108,-1.024,-0.002,0.002,1653088622.968462,0.02798404693601242,1653088622.9404778,20.0
1109,-1.024,-0.002,0.002,1653088623.146958,0.00648016929625328,1653088623.140478,20.0
1110,-1.024,-0.002,0.002,1653088623.351244,0.010766029357910156,1653088623.340478,20.0
1111,-1.024,-0.002,0.002,1653088623.553565,0.013087081909162634,1653088623.540478,20.0
1112,-1.024,-0.002,0.002,1653088623.75408,0.013602113723749198,1653088623.740478,20.0
1113,-1.024,-0.002,0.002,1653088623.95664,0.016162061691261442,1653088623.9404778,20.0
1114,-1.024,-0.002,0.002,1653088624.159564,0.019086074829090194,1653088624.140478,20.0
1115,-1.024,-0.002,0.002,1653088624.363225,0.022747039794921875,1653088624.340478,20.0
1116,-1.025,-0.002,0.001,1653088624.564945,0.024467039108259314,1653088624.540478,20.0
1117,-1.025,-0.002,0.002,1653088624.768469,0.0279911518096867,1653088624.740478,20.0
1118,-1.025,-0.002,0.002,1653088624.948009,0.007531070709205778,1653088624.9404778,20.0
1119,-1.025,-0.001,0.002,1653088625.14924,0.008762073516834334,1653088625.140478,20.0
1120,-1.025,-0.002,0.002,1653088625.353115,0.012637138366699219,1653088625.340478,20.0
1121,-1.024,-0.002,0.002,1653088625.55419,0.01371197700498783,1653088625.540478,20.0
1122,-1.025,-0.002,0.002,1653088625.757382,0.016903972625726738,1653088625.740478,20.0
1123,-1.025,-0.002,0.002,1653088625.960538,0.020059967040992888,1653088625.9404778,20.0
1124,-1.025,-0.002,0.002,1653088626.16333,0.022852134704578475,1653088626.140478,20.0
1125,-1.024,-0.002,0.002,1653088626.36642,0.025942087173461914,1653088626.340478,20.0
1126,-1.024,-0.002,0.001,1653088626.567669,0.027190971374494666,1653088626.540478,20.0
1127,-1.025,-0.002,0.002,1653088626.748017,0.007539129257196464,1653088626.740478,20.0
1128,-1.024,-0.002,0.002,1653088626.95127,0.01079216003415695,1653088626.9404778,20.0
1129,-1.024,-0.002,0.002,1653088627.152407,0.011928987503040389,1653088627.140478,20.0
1130,-1.024,-0.002,0.002,1653088627.35536,0.014882087707519531,1653088627.340478,20.0
1131,-1.024,-0.002,0.001,1653088627.557281,0.016803073883039588,1653088627.540478,20.0
1132,-1.024,-0.002,0.002,1653088627.760679,0.020201063156122245,1653088627.740478,20.0
1133,-1.024,-0.002,0.002,1653088627.96264,0.022162103652931364,1653088627.9404778,20.0
1134,-1.024,-0.002,0.002,1653088628.165914,0.02543611526488121,1653088628.140478,20.0
1135,-1.024,-0.002,0.002,1653088628.367969,0.027491092681884766,1653088628.340478,20.0
1136,-1.025,-0.002,0.001,1653088628.548063,0.007585096359235877,1653088628.540478,20.0
1137,-1.024,-0.002,0.001,1653088628.750744,0.010266160964960136,1653088628.740478,20.0
1138,-1.025,-0.002,0.002,1653088628.952106,0.011628055572487028,1653088628.9404778,20.0
1139,-1.024,-0.002,0.002,1653088629.154067,0.013589096069324569,1653088629.140478,20.0
1140,-1.024,-0.002,0.001,1653088629.358214,0.017735958099365234,1653088629.340478,20.0
1141,-1.024,-0.002,0.002,1653088629.560584,0.020106124877912634,1653088629.540478,20.0
1142,-1.024,-0.002,0.002,1653088629.763274,0.02279601097106365,1653088629.740478,20.0
